workbook_row,workbook_title,workbook_section,source_url,status_code,final_url,page_title,h1,meta_description,canonical_url,wordpress_api_url,modified_time,main_text_characters,heading_count,link_count,image_count,testimonial_count,form_count,content_excerpt,suggested_drupal_page,suggested_drupal_url,suggested_page_type,match_score,error
108,Research and Analytics,Research,https://ivmf.syracuse.edu/research-analytics/,200,https://ivmf.syracuse.edu/research-analytics/,Research + Analytics + Policy - D'Aniello Institute for Veterans and Military Families,Research + Analytics + Policy,,https://ivmf.syracuse.edu/research-analytics/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/248,2025-12-02T20:24:35+00:00,3830,15,17,13,0,0,"A Trusted National Resource The IVMF research and analytics team is a trusted national resource for expertise, data and insights, and cultural competence in serving veterans and their families. Located on a R1 designated research university, we anchor the Institute’s programs and services, and empower government, private industry, higher education, and philanthropy to better address today’s toughest challenges facing the veteran and military community. Who We Are Experts in the fields of business and entrepreneurship, data analytics, evaluation, family studies, higher education, organizational psychology, public policy, public health and epidemiology, non-profit management, and sociology. Problem solvers, advisors, and collaborative partners. Driven by a passion for transparency, quality, and relevance to those we serve. What We Do Lead applied research studies and program evaluations. Inform public and private sector leaders on veterans’ leading concerns. Measure, monitor, and drive c",Research Evaluation and CII,https://ivmf.syracuse.edu/research-evaluation-and-cii/,Landing,0.571,
109,Team,Research,https://ivmf.syracuse.edu/research-analytics/ra-team/,200,https://ivmf.syracuse.edu/research-analytics/ra-team/,Research & Analytics Team - D'Aniello Institute for Veterans and Military Families,Research & Analytics Team,,https://ivmf.syracuse.edu/research-analytics/ra-team/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/81473,2022-06-07T21:12:41+00:00,7633,51,69,30,0,0,"Our Team IVMF’s multi-disciplinary bench of more than 30 research and analytics professionals bring decades of experience across the fields of business and entrepreneurship, economics, organizational psychology, higher education, data and information science, public policy, public health and epidemiology, non-profit management, social work, anthropology, and sociology. Research Team Faculty Associates Adjunct Associates Research Assistants Research & Analytics Staff IVMF’s Research and Analytics Team anchors the Institute’s programs and services and empowers government, private industry, higher education, and philanthropic organizations to effectively address today’s toughest challenges facing the veteran and military community. stacy-hawkins-web_final Stacy Ann Hawkins, Ph.D. Managing Director | Research & Evaluation shawki03@syr.edu Hope-Hack-Petersen_web Hope Petersen, M.S.W Evaluation Associate hhpeters@syr.edu Cassidy-Cooper_web Cassidy Cooper, Ph.D. Senior Evaluation Associate CC",Meet the Team,https://ivmf.syracuse.edu/about/meet-the-team/,Standard,0.471,
110,Applied Research,Research,https://ivmf.syracuse.edu/research-analytics/applied-research/,200,https://ivmf.syracuse.edu/research-analytics/applied-research/,Applied Research - D'Aniello Institute for Veterans and Military Families,Applied Research,,https://ivmf.syracuse.edu/research-analytics/applied-research/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/75608,2024-05-03T14:15:27+00:00,2737,11,50,49,0,0,"Our multi-disciplinary team of applied social science research professionals conduct independent and sponsored nonpartisan research to identify gaps in knowledge, policy, and practice, and deliver action-oriented solutions for our partners. Our research team informs IVMF programs, guides future direction, and empowers action across the veteran and military-connected community. Capabilities Policy Analysis Advanced Statistical Methods Surveys, Polling, and Panel Studies Case Studies, Interviews, and Focus Groups Practical Research Translation Who We Work With Federal, State, and Local Governments Philanthropy Industry Community-Based Organizations Higher Education Why IVMF Research We leverage the diverse capabilities of higher education to discover, inform, and address the most pressing challenges facing transitioning service members, veterans, and military families–and to empower our partners who serve those who served. Featured Research Employing Military Spouses – The Force Behind T",Applied Research,https://ivmf.syracuse.edu/research-evaluation-and-cii/research/applied-research/,Hub/Directory,1.000,
111,Research Projects,Research,https://ivmf.syracuse.edu/research-analytics/applied-research/research-projects/,200,https://ivmf.syracuse.edu/research-analytics/applied-research/research-projects/,Research Projects - D'Aniello Institute for Veterans and Military Families,Research Projects,,https://ivmf.syracuse.edu/research-analytics/applied-research/research-projects/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/75658,2026-03-19T19:51:34+00:00,3293,9,32,29,0,0,"Select a topic below and you will be directed on the page to the appropriate research. You can also choose to scroll down the page to view the research by topics. For more research visit Our Publications . Research Topics Employment Entrepreneurship Education Community Support Employment Reimaging Military Spouse Employment “Hire” Education: Strengthening the Connections Between Employers and Student Veterans Employing Veteran and Military Family Talent: Thought Leadership Series Employment Situation of Veteran Employing Military Spouses – The Force Behind The Force Series Enhancing Veterans’ Access to STEM Education and Careers: A Labor Market Analysis of Veterans in the STEM Workforce Work After Service: Developing Workforce Readiness and Veteran Talent for the Future Military Families: Perceptions, Challenges, and Barriers to Voting Participation and Absentee Voting Revisiting the Business Case for Hiring a Veteran Entrepreneurship National Survey of Military-Affiliated Entreprenuer",Projects,https://ivmf.syracuse.edu/research-evaluation-and-cii/evaluation/projects/,Hub/Directory,0.640,
112,Research Reviews,Research,https://ivmf.syracuse.edu/research-analytics/research-reviews/,200,https://divmflibrary.syr.edu/our-publications/research-reviews,Research Reviews - IVMF Digital Library,Research Reviews,,,,,4134,12,74,5,0,4,"You are logged in as a CMS user. Return to Site Manager X Keyboard Shortcuts Back Skip to main content Keyboard Shortcuts Skip to main content Keyboard shortcuts can be used to navigate aspects of this site without a mouse or cursor. When viewing a resource item, select or tab into the image viewer and use the following controls to manipulate the image. Move up: w or [up arrow] Move down: s or [down arrow] Move left: a or [left arrow] Move right: d or [right arrow] Return to centre: 0 Zoom in: = or [shift] + w or [shift] + [up arrow] Zoom out: - or [shift] + s or [shift] + [down arrow] Rotate clockwise: r Rotate counterclockwise: R Flip horizontally: f Back Ok Back Ok Skip to main content Skip to main content Hello, | My Account: Logout My Account: Logout | Restricted Content: Logout My Account: Logout | Restricted Content: Approved IP address Hello, | My Account: Logout | Restricted Content: Logout Hello, | My Account: Logout | Restricted Content: Approved IP address You are able to v",Resources,https://ivmf.syracuse.edu/resources/,Landing,0.560,
113,NSMAE,Research,https://ivmf.syracuse.edu/nsmae/,200,https://ivmf.syracuse.edu/nsmae/,National Survey of Military-Affiliated Entrepreneurs - D'Aniello Institute for Veterans and Military Families,National Survey of Military-Affiliated Entrepreneurs,"The NSMAE Series on military-affiliated entrepreneurs consists of reports, publications, and presentations that are based on the NSMAE data.",https://ivmf.syracuse.edu/nsmae/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/77394,2025-10-09T19:37:53+00:00,17475,34,35,25,0,0,"About the Study The National Survey of Military-Affiliated Entrepreneurs (NSMAE) is a confidential, multi-year study that seeks to better understand military-affiliated entrepreneurs. The goal is to identify opportunities and barriers that military-affiliated entrepreneurs face. This information will be used to create a public dataset that can inform practitioners, policy makers, and communities about these needs and advance opportunities. This research is supported by Walmart. Current Publications Veteran Entrepreneur Ecosystem This brief is designed for funders, program leaders, and policymakers working to build stronger veteran entrepreneurship ecosystems, bringing together insights about veteran entrepreneurial ecosystems from Military Entrepreneurship Forum (MEF) roundtable conversations, the National Survey of Military-Affiliated Entrepreneurs (NSMAE), and other entrepreneurship research. View The Report The Ins and Outs of Procurement Contracting Business contracting opportuniti",NSMAE,https://ivmf.syracuse.edu/research-evaluation-and-cii/projects/nsmae/,Standard,1.000,
114,NSMAE Toolkit,Research,https://ivmf.syracuse.edu/nsmae/toolkit/,200,https://ivmf.syracuse.edu/nsmae/toolkit/,National Survey of Military-Affiliated Entrepreneurs Toolkit - 2024 - D'Aniello Institute for Veterans and Military Families,National Survey of Military-Affiliated Entrepreneurs Toolkit – 2024,,https://ivmf.syracuse.edu/nsmae/toolkit/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/79955,2024-08-15T16:24:53+00:00,7258,9,28,4,0,0,"Join the Fourth National Survey of Military-Affiliated Entrepreneurs! We are thrilled to announce the fourth biannual National Survey of Military-Affiliated Entrepreneurs (#MilBizSurvey)! This is your chance to influence the future of military entrepreneurship by sharing your unique experiences and challenges. Why Your Voice Matters Your participation is crucial in shaping the future of military entrepreneurship in several impactful ways: Shaping Research – Your input will contribute to essential publications and briefs, offering valuable insights into the military entrepreneur community. These findings help inform policymakers and support organizations. Access data briefs and publications . Shaping Programming – Your feedback aids in developing tailored support programs for military-affiliated entrepreneurs, ensuring their effectiveness and relevance. Programs shaped by your input include the Veteran EDGE Conference , MEF , and M2M (Military to Market). Building Entrepreneur Communiti",NSMAE,https://ivmf.syracuse.edu/research-evaluation-and-cii/projects/nsmae/,Standard,0.556,
115,Reimagining Military Spouse Employment,Research,https://ivmf.syracuse.edu/reimagining-military-spouse-employment/,200,https://ivmf.syracuse.edu/reimagining-military-spouse-employment/,Reimagining Military Spouse Employment - D'Aniello Institute for Veterans and Military Families,Reimagining Military Spouse Employment,,https://ivmf.syracuse.edu/reimagining-military-spouse-employment/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/96676,2026-06-26T17:55:30+00:00,16381,31,26,9,0,0,"Understanding the Employment Landscape and Advancing Economic Mobility Military spouses are among the most capable and committed members of the American workforce. They bring strong educational backgrounds, relevant experience, and a consistent interest in employment, yet continue to face barriers to job access, career continuity, and advancement. This series offers new insight into the military spouse employment landscape by drawing together federal data, sector analysis, and prior research. It focuses on where military spouses work, the roles they hold, and how employment patterns reflect broader structural dynamics. The series begins with a comprehensive landscape report and a data brief on industry and occupational trends. Upcoming briefs will examine geographic variation, earnings gaps, policy constraints, and the cumulative effects of relocation and caregiving on employment outcomes. The aim is to support employers, policymakers, researchers, and advocates with clear, actionable ",Military Founders Lab,https://ivmf.syracuse.edu/programs/entrepreneurship/startup/military-founders-lab/,Program,0.475,
116,Force Behind The Force,Research,https://ivmf.syracuse.edu/research-analytics/military-spouse-employment-series/,200,https://ivmf.syracuse.edu/research-analytics/military-spouse-employment-series/,Employing Military Spouses – The Force Behind the Force Series - D'Aniello Institute for Veterans and Military Families,D'Aniello Institute for Veterans and Military Families,,https://ivmf.syracuse.edu/research-analytics/military-spouse-employment-series/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/72043,2022-06-23T18:40:05+00:00,6886,6,134,18,0,2,Skip to content About IVMF History Team Why Syracuse University Programs Entrepreneurship Getting Started Ideation Start Up Growth Resources and Initiatives Career Training Getting Started O2O By The Numbers About O2O Learning Pathways O2O Locations O2O Admission Employer Partners FAQ Higher Education Apply Our Programs Apply to O2O EBV Application EBV-F Application EBV Accelerate Application V-WISE Application Research + Analytics + Policy About IVMF Research & Analytics Team Applied Research Research Projects Evaluation & Analytics Projects Policy Engagement Data Insights & Tools Data Philosophy Data Strategy Veterans Strategic Analysis & Research Tool (V-START) Our Publications Support IVMF Alumni News D'Aniello Institute for Veterans and Military Families Menu Contact Digital Library Support IVMF Alumni search Search IVMF Search for × About IVMF Team History Bunker Labs: A Legacy of Impact Impact Careers National Veterans Resource Center Why Syracuse University Partners & Funders P,Conferences and Pitch,https://ivmf.syracuse.edu/resources/conferences-and-pitch/,Standard,0.465,
117,Employment Situation,Research,https://ivmf.syracuse.edu/employment-situation-of-veterans/,200,https://ivmf.syracuse.edu/employment-situation-of-veterans/,The Employment Situation of Veterans - D'Aniello Institute for Veterans and Military Families,The Employment Situation of Veterans,,https://ivmf.syracuse.edu/employment-situation-of-veterans/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/87198,2026-05-11T14:57:04+00:00,11302,23,142,71,0,0,"Employment Reports Each month the Bureau of Labor Statistics (BLS) releases their employment and unemployment report. Below are some key insights from those reports focused on veteran employment. 2026 The Employment Situation of Veterans – April 2026 On May 5 th , the Bureau of Labor Statistics (BLS) reported that employment edged up by 115,000 in April, and the unemployment rate was unchanged at 4.3 percent. Job gains occurred in health care, transportation and warehousing, and retail trade. Federal government employment continued to decline. [1] Among veterans, unemployment decreased from 3.9 percent in March 2026 to 3.6 percent in April 2026. Post-9/11 veteran unemployment also decreased from 4.5 percent in March to 4.0 percent in April. Of the 296,000 unemployed veterans in April 2026, 20 percent were unemployed less than 5 weeks, 17 percent for 5 to 14 weeks, and 64 percent for 15 weeks or more, with a mean duration of 34.5 weeks and a median of 24.6 weeks. Read More ▶ The Employm",Employement Report,https://ivmf.syracuse.edu/research-evaluation-and-cii/projects/employement-report/,Report,0.632,
118,Publications,Research,https://ivmf.syracuse.edu/article/,200,https://ivmf.syracuse.edu/article/,Articles Archive - D'Aniello Institute for Veterans and Military Families,Publications,,https://ivmf.syracuse.edu/article/,,,3739,11,12,0,0,1,"Filter by Topic Community Support Education Employment Entrepreneurship Families Financial Readiness Health & Wellness Measurement and Evaluation Policy Spotlight Clear All All Publications Sort By Date (Newest First) Date (Oldest First) Title (A - Z) Title (Z - A) 7.07.26 | Employment The Employment Situation of Veterans – June 2026 On July 2nd, the Bureau of Labor Statistics (BLS) reported that both total nonfarm payroll employment (+57,000) and the unemployment rate (4.2 percent) changed little in June. Employment continued to trend up in professional and business services, so... Read More ▶ 6.05.26 | Employment The Employment Situation of Veterans – May 2026 On June 5th, the Bureau of Labor Statistics (BLS) reported that employment increased by 172,000 in May, and the unemployment rate was unchanged at 4.3 percent. Job gains occurred in leisure and hospitality, local government, and health care. Employme... Read More ▶ 5.28.26 | Employment Planning to Pivot: Employment Lessons from",Publications,https://ivmf.syracuse.edu/publications/,Hub/Directory,1.000,
119,Research Opportunities,Research,https://ivmf.syracuse.edu/rostker-ivmf-dissertation-research-fund/,200,https://ivmf.syracuse.edu/rostker-ivmf-dissertation-research-fund/,Apply for the Bernard D. and Louise C. Rostker IVMF Dissertation Research Fund - D'Aniello Institute for Veterans and Military Families,Apply for the Bernard D. and Louise C. Rostker IVMF Dissertation Research Fund,,https://ivmf.syracuse.edu/rostker-ivmf-dissertation-research-fund/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/84273,2025-12-05T14:43:38+00:00,1311,1,2,0,0,0,"Applications now open until December 15, 2025 The Bernard D. and Louise C. Rostker IVMF Dissertation Research Fund supports dissertation research on veteran-and military family-related topics to be conducted by Syracuse University Ph.D. candidates through the D’Aniello Institute for Veterans and Military Families. The fund application is open to Syracuse University doctoral candidates from all Syracuse schools and colleges and the fund will support one or more Syracuse University Ph.D. candidate(s) doing dissertation research on veteran and/or military family-related topics. Bernard and Louise Rostker are recipients of advanced degrees from Syracuse University. Bernard received a master’s degree and Ph.D. in Economics and Louise earned a master’s degree in Social Work. Through the IVMF Dissertation Research fund, the Rostkers hope to give graduate students a boost during a critical time in their lives as they reach their research goals and set out into their careers. Syracuse Universit",Support Us,https://ivmf.syracuse.edu/support-us/,Standard,0.500,
120,Evaluation & Analytics,Evaluation,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/,200,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/,Evaluation & Analytics - D'Aniello Institute for Veterans and Military Families,Evaluation & Analytics,,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/75685,2024-11-14T20:53:47+00:00,2267,5,11,8,0,0,"Our team focuses on two primary efforts: 1) evaluating IVMF programs and services and 2) enhancing evaluation and building capacity for our partners. This collaborative approach encourages team members to exchange key learnings and strategic approaches between projects, continuously improving our services. What We Do Discover & Plan – We design evaluation frameworks using tools such as literature reviews, theories of change, process diagrams, and logic models to inform program development, measurement, and storytelling. Collect & Analyze – We evaluate the impacts of programs and services through quantitative and qualitative data collection and analysis methods and offer practical findings and recommendations. Guide & Adapt – We support programmatic, process, and data improvements related to collection, storage, and analysis. Share & Educate – We tailor the presentation of evaluation and insights to various audiences, including funders, the general public, veteran service organizations,",Dashboards,https://ivmf.syracuse.edu/research-evaluation-and-cii/dashboards/,Hub,1.000,
121,Current Projects,Evaluation,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/current-projects/,200,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/current-projects/,Current Projects - D'Aniello Institute for Veterans and Military Families,Current Projects,,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/current-projects/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/91090,2024-11-15T16:38:48+00:00,4365,6,2,6,0,0,"The following are some of the projects that the evaluation and capacity team is currently engaged in. Currently, our projects include work within the domains of long-term evaluation, capacity building, metric development, and mixed methodological approaches. Face the Fight Face the Fight (FTF) is a coalition founded by USAA to bring together corporations, foundations, nonprofits, and veteran-focused organizations to raise awareness and support for veteran suicide prevention. IVMF joined the coalition in early 2024 to implement geospatial technology and provide organizations with enhanced data on their veteran and military clients. This enhanced data allows organizations to provide more timely and accurate services to veterans in need of support. National Medal of Honor Museum Foundation The Medal of Honor Museum Foundation is comprised of three primary components: the National Medal of Honor Museum, the National Medal of Honor Griffin Institute, and the future National Medal of Honor M",Projects,https://ivmf.syracuse.edu/research-evaluation-and-cii/evaluation/projects/,Hub/Directory,1.000,
122,Past Projects,Evaluation,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/past-projects/,200,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/past-projects/,Past Projects - D'Aniello Institute for Veterans and Military Families,Past Projects,,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/past-projects/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/91102,2024-11-15T16:36:47+00:00,5325,6,4,6,0,0,"Explore just a few of our past projects. Where possible, we have included samples of our public-facing client reports. Please feel free to read through the work we’ve done. We add projects here as we complete them, so check back in the future for new reports! Tennessee Board of Regents TBR, the college system of Tennessee, provides training programs, guidelines, and a certification to help institutions within their system better support student veterans’ academic success. Our team is evaluating the original strategies presented by the Veterans Education Task Force to identify whether state policy actions have adequately addressed barriers to student veteran access and completion at TBR community colleges and colleges of applied technology. These efforts include an inventory filled out by representatives of each TBR institution, surveys of staff/faculty and students, and focus groups with students. Veteran Reconnect Grant Researching Student Veteran Academic Success Elks National Vetera",Projects,https://ivmf.syracuse.edu/research-evaluation-and-cii/evaluation/projects/,Hub/Directory,1.000,
123,Projects,Evaluation,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/projects/,404,,,,,,,,0,0,0,0,0,0,,Projects,https://ivmf.syracuse.edu/research-evaluation-and-cii/evaluation/projects/,Hub/Directory,1.000,404 Client Error: Not Found for url: https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/projects/
124,Service Offerings,Evaluation,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/service-offerings/,200,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/service-offerings/,Service Offerings - D'Aniello Institute for Veterans and Military Families,Service Offerings,,https://ivmf.syracuse.edu/research-analytics/evaluation-analytics/service-offerings/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/91088,2024-03-18T16:32:32+00:00,788,2,3,0,0,0,"Custom Contracts The majority of our evaluation and capacity building work with external partners involves custom contracts. These projects range from 3 months to ongoing relationships. We work closely with our clients to design contracts that will meet their unique needs, including evaluation, analytics, capacity building, program theory and more. Please check out some of our current and recent work pages to see more of what we’re working on! Short-Term Services We are currently working on developing a selection of short-term evaluation and capacity building services for clients to partner with us on! Check back soon to see options. Want to help us develop these services? Take our survey and provide us with feedback on the five services we are considering offering! Take Survey",Development,https://ivmf.syracuse.edu/development/,Landing,0.429,
125,Policy Engagement,Policy,https://ivmf.syracuse.edu/research-analytics/policy-engagement/,200,https://ivmf.syracuse.edu/research-analytics/policy-engagement/,Policy Engagement - D'Aniello Institute for Veterans and Military Families,Policy Engagement,,https://ivmf.syracuse.edu/research-analytics/policy-engagement/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/75726,2026-07-09T18:08:14+00:00,3968,12,14,7,0,0,"Public policy aimed at supporting veterans is most effective when it’s informed by evidence and experience. The IVMF empowers public sector leaders by translating insights from research and practice into better policymaking. What We Do Provide relevant research and expertise on key issues to policymakers and their staff through testimony, briefings and thought leadership Lead the charge on important policy priorities necessary to supporting the veteran population Amplify and support partner efforts advancing research-backed policy. Why It’s Important Good veteran and military family public policy can and should be beneficial for all Americans. Veterans and their families are a valuable asset to our communities and the economy. A thriving veteran population with equal opportunity to pursue their post-service aspirations is the surest incentive to sustaining a capable, all-volunteer force, and the security of the United States. Improving Lives of Veterans Every veteran and their family i",Policy,https://ivmf.syracuse.edu/policy/,Hub/Directory,0.522,
126,Policy Priorities,Policy,https://ivmf.syracuse.edu/ivmf-policy-priorities/,200,https://ivmf.syracuse.edu/ivmf-policy-priorities/,IVMF Policy Priorities - D'Aniello Institute for Veterans and Military Families,IVMF Policy Priorities,,https://ivmf.syracuse.edu/ivmf-policy-priorities/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/73065,2024-11-18T13:57:45+00:00,12749,15,29,6,0,0,"Select a Policy Priority I'm not a veteran, why is this important to me? The National Veterans Policy Framework is rooted in the belief that good veteran and military family policy is good for all Americans. This idea manifests itself in three main ways: Transferability – The Policy Priorities of the National Veteran Policy Framework represent innovations in social service delivery with transferability to many other populations. Because veterans are considered a “deserving” population, they have historically been the seed from which many social service programs grow from. Federally-funded college education, home-ownership incentives and a healthcare safety net all got their start in the United States as policies aimed to serve veterans. As innovations from the National Veteran Policy Framework are considered by government, they will lay the groundwork for those innovations to spread to other populations. Fiscal Sustainability – An underpinning theme of this framework is increased coord",Policy Priorities,https://ivmf.syracuse.edu/policy/policy-priorities/,Standard,1.000,
127,Data Insights and Tools,Data,https://ivmf.syracuse.edu/research-analytics/data-insights-tools/,200,https://ivmf.syracuse.edu/research-analytics/data-insights-tools/,Data Insights & Tools - D'Aniello Institute for Veterans and Military Families,Data Insights & Tools,,https://ivmf.syracuse.edu/research-analytics/data-insights-tools/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/75738,2023-11-29T17:03:26+00:00,2537,10,15,11,0,0,"We unlock the power of data to deliver timely insights on our programs, and for our partners and those we serve. From data management solutions to dynamic visualization tools, we draw upon diverse public, administrative, and primary data sources to drive better decisions, improve quality of services, and strengthen transparency. Our Philosophy We are committed to open and responsible data sharing as well as the privacy of research participants and the protection of confidential and proprietary data. Learn more about our data philosophy. Our Approach Leveraging data and analytics for good is a journey that requires strong culture and governance as much as talent and technology. Learn more about our journey and strategy. Our Capabilities Master Data Management Data Integration & Reporting Dashboards & Visualizations Impact Communications VIDEO | Using Data to Innovate, Inform & Inspire: Data Disruption and Transformation in a Nonprofit World VIDEO | IVMF Using SAS Data Management to Bett",Partners and Founders,https://ivmf.syracuse.edu/about/partners-and-founders/,Standard,0.500,
128,Data Philosophy,Data,https://ivmf.syracuse.edu/research-analytics/veteran-data-insights/data-philosophy/,200,https://ivmf.syracuse.edu/research-analytics/data-philosophy/,Data Philosophy - D'Aniello Institute for Veterans and Military Families,Data Philosophy,,https://ivmf.syracuse.edu/research-analytics/veteran-data-insights__trashed/data-philosophy/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/75746,2022-11-17T16:44:46+00:00,3600,14,9,0,0,0,"IVMF's Data Philosophy Our goal is to advance the practice and policy supporting America’s military families through research, analytics, and data solutions that empower action in the following focus areas: post-service economic opportunities, community-based care coordination, business ownership, and data/evidence-driven services. Our Mission & Core Principles → Unlocking the Value of our data → Better outcomes for our partners Our Foundations We accomplish our mission by following 3 foundational ideas: Data is what allows us to figure out how we grow Data is what enables us to solve cutting-edge questions Data is what allows us to make informed decisions Our Principles All our work is centered around these principles: Data should be accessible to the end users Data should be shared as much as possible Data should be managed via strong governance Data should be relevant and accurate Data should have a stated purpose and be useful Our Value The foundations of our philosophy come from o",Ideation,https://ivmf.syracuse.edu/programs/entrepreneurship/ideation/,Hub/Directory,0.435,
129,Data Strategy,Data,https://ivmf.syracuse.edu/research-analytics/veteran-data-insights/data-strategy/,200,https://ivmf.syracuse.edu/research-analytics/data-strategy/,Data Strategy - D'Aniello Institute for Veterans and Military Families,Data Strategy,,https://ivmf.syracuse.edu/research-analytics/veteran-data-insights__trashed/data-strategy/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/75751,2024-01-12T05:53:34+00:00,2291,8,4,7,0,0,"Data: A Critical Asset IVMF programs and research hinge on accurate and reliable data. Data itself is not simply a byproduct of what we do. Rather, it is a critical asset: to serve and inform others, to make informed decisions, and to know whether we are making an impact. Drawing insights across a broad portfolio of national programs and research, however, each generating or collecting diverse data, requires more than analytics talent and technology. It requires an enterprise data strategy. As a data-driven organization, the IVMF takes special care to identify how the data we rely upon creates value through our work: from identifying which data and data projects matter most, to how that data is stored and managed, to how it supports our teammates, partners, and those we serve. Value Having a defined strategy for using data allows us to produce value by: Quantifying the success of our data initiatives Making future state decisions bases on relevant info Informing solutions to current pr",V-Start,https://ivmf.syracuse.edu/research-evaluation-and-cii/dashboards/v-start/,Standard,0.500,
130,VSTART,Data,https://ivmf.syracuse.edu/research-analytics/veteran-data-insights/v-start/,200,https://ivmf.syracuse.edu/research-analytics/data-insights-tools/v-start/,V-START - D'Aniello Institute for Veterans and Military Families,V-START,,https://ivmf.syracuse.edu/research-analytics/data-insights-tools/v-start/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60682,2026-06-29T13:47:13+00:00,3167,12,10,5,0,0,"Veterans Strategic Analysis & Research Tool (V-START) V-START is an invaluable data visualization tool that consolidates veteran demographic, education, socioeconomic, and unemployment data into a user-friendly interface that allows users to quickly analyze and explore geographic areas of interest to uncover trends and inform decisions related to veteran programs and services. V-START is a valuable data visualization resource for anyone interested in understanding the current landscape for transitioning veterans. The tool can help transitioning service members, veterans, and military families make more informed choices post-service. Likewise, corporations, foundations, non-profits, and government agencies can all use the tool to inform data-driven decisions related to initiatives that will positively influence veterans and their families. For questions or comments on the tool’s functionality, please contact us. If you are having any issues viewing the date please check your privacy set",V-Start,https://ivmf.syracuse.edu/research-evaluation-and-cii/dashboards/v-start/,Standard,1.000,
131,VSTART Dashboard,Data,https://ivmf.syracuse.edu/research-analytics/veteran-data-insights/v-start/v-start-dashboards/,200,https://ivmf.syracuse.edu/research-analytics/data-insights-tools/v-start/v-start-dashboards/,V-START Dashboards - D'Aniello Institute for Veterans and Military Families,V-START Dashboards,,https://ivmf.syracuse.edu/research-analytics/data-insights-tools/v-start/v-start-dashboards/,https://ivmf.syracuse.edu/wp-json/wp/v2/pages/60717,2024-04-19T12:59:07+00:00,2503,6,1,1,0,0,"County Comparison Dashboard Allows users to simultaneously compare three counties of interest across multiple variables, including veteran population, unemployment, and socioeconomic status. Visualizations in this dashboard help users understand veteran conditions in the selected locations, and facilitates the identification of counties in greatest need of support based on factors that are important to the user. State Unemployment by Age Dashboard Presents veteran unemployment rate distribution across states and age population. Users can compare veteran unemployment against non-veteran unemployment and drill down into states. If interested in specific age populations, users can drill down into pre-defined age ranges to analyze how unemployment varies across states. This information allows users to better understand unemployment conditions in each state and identify areas where veterans struggle the most when transitioning into the civilian workforce. State Report Summarizes veteran dem",V-Start,https://ivmf.syracuse.edu/research-evaluation-and-cii/dashboards/v-start/,Standard,1.000,
